# Emergency Corridor Edges (node_id_1, node_id_2, tier)
695117637,cluster_2148865171_689999085,secondary
12952598286,315486997,primary
12944784301,557230545,secondary
1311619319,8210712079,secondary
2630581373,cluster_1310620180_1532984315,tertiary
10881921427,417808247,secondary
12953076917,6875262056,secondary
6762254081,8173291407,secondary
392351456,cluster_561249956_7289937297,tertiary
847727784,847727785,tertiary
1378060284,692263343,primary
429459480,877366733,primary
30238025,30238026,secondary
535657125,694837836,secondary
30313363,651878676,primary
2269130838,2777318575,secondary
30554956,30556744,secondary
11178765233,8203998879,secondary
415943065,cluster_1377225886_1457931649,secondary
11363307237,30243042,secondary
30618051,cluster_415994560_481122563,secondary
387127706,387127747,primary
530676956,694837836,secondary
30253432,30253440,secondary
12908680346,12908680347,primary
12945124057,21638920,secondary
126812850,2269130838,secondary
12884120609,cluster_390057403_823781718,secondary
2115356972,412451016,tertiary
30243253,4084760954,secondary
12643382289,4395509064,primary
1046607394,cluster_2657778372_4407424860,secondary
30294194,30558551,secondary
1297818714,358505154,primary
363878534,cluster_1139082290_1139082295_319630104_8550439929,secondary
1100295248,cluster_1147391517_30243342_6416619438,secondary
216350784,cluster_1400465774_9788449184,secondary
30555407,30558464,secondary
30647925,82632464,secondary
30253432,cluster_1759662344_30332756,secondary
430535724,442540276,secondary
432510056,cluster_432509969_977657487,primary
30237696,30237697,secondary
323190133,323190146,primary
2252583126,537827467,primary
425768618,815047541,tertiary
359100760,412449344,tertiary
30243260,442540255,primary
30247434,3314294600,secondary
323191078,364719688,secondary
2292981087,3053404689,secondary
30554811,30556744,primary
1303429920,30617933,primary
30253439,30253449,tertiary
1526422858,364670487,primary
1315972380,cluster_1528732109_356295204,primary
cluster_1120489442_7663721759,cluster_323168834_323168835,secondary
1860575762,30253733,secondary
4263046378,cluster_4234151123_4237804314,secondary
667387220,667387223,secondary
6195203730,648862223,tertiary
1710746464,347712510,secondary
1311770053,30243371,secondary
559415593,620148180,primary
2293731618,cluster_2293731616_5313720234,secondary
31285672,31285673,primary
330417405,330417666,tertiary
1362899971,359104407,secondary
347353582,347712660,secondary
30254437,30556744,primary
1710709034,30253333,secondary
10194501114,30254230,secondary
4431660097,560025943,secondary
cluster_1011403944_6205757161_904641358,cluster_364669539_412453120,tertiary
668513854,668513977,secondary
30254083,30555006,tertiary
1377806827,1377806863,secondary
5237907564,60969497,primary
1086926758,6039148297,secondary
262251752,cluster_1297445121_262251531_2810990589_347340786,secondary
6423993160,6620325587,secondary
2115356972,412451017,tertiary
2749938625,30243397,secondary
30237614,30237634,secondary
11117566675,533616095,secondary
1303363171,2574632153,tertiary
1857695693,378214298,secondary
1374800910,1374801002,secondary
30251177,30251178,secondary
253707475,536838760,secondary
8119424280,cluster_358505134_8119424282,secondary
695092720,695092722,tertiary
1305741275,597933738,secondary
481122427,cluster_12643382751_12643465396_415402216_482511496_#3more,secondary
1935827763,1935827787,tertiary
30914408,542641435,secondary
2473393938,2473393954,secondary
2677447194,6126749211,secondary
2252583126,cluster_12947788312_1337087205_412453236_6898609742,primary
30333335,30333336,primary
1086926627,363881327,secondary
1845692293,30254056,primary
30243323,30243367,primary
262251530,262251752,secondary
1315972413,cluster_10782483583_6148227547,primary
598222087,598222088,secondary
30313440,8565580821,secondary
1695282562,30689096,primary
2676998917,cluster_387127708_7487393988_848241511,primary
30254050,30254051,primary
4174384541,cluster_1374800915_1374801052,secondary
790034788,800172179,tertiary
1043905685,4715362411,secondary
1477718847,30237481,secondary
359234346,364720393,secondary
1621899825,30253210,secondary
30294440,694837852,secondary
30242963,3193312157,secondary
30237587,30246778,secondary
9739474150,cluster_30332606_8223182475,primary
243749814,3439182097,secondary
415956313,cluster_2463014352_30960642,primary
3055187870,3055187871,primary
10167743053,559052401,secondary
364991353,9139879006,secondary
1377933378,1377933417,secondary
126679138,30553747,primary
30253494,30254222,secondary
194589435,3868361514,secondary
1313997596,1313997605,secondary
330418569,cluster_1984002392_330418566,primary
30556617,364722133,secondary
290060062,4346093747,secondary
258359387,258359388,secondary
30227195,30227196,secondary
1857472201,1857472214,primary
209093243,30297917,secondary
126699973,cluster_126699971_30554977,secondary
30227133,30227196,secondary
cluster_30617602_390878338,cluster_390878333_412452734,tertiary
26198844,536838775,secondary
597933742,597933744,secondary
9769889198,993061632,secondary
12945124057,9425441351,secondary
30555744,30555745,secondary
603995030,629306851,primary
10182310911,10182310913,secondary
30554813,30554853,secondary
9769889195,9769889198,secondary
12952598285,315487000,primary
390227141,cluster_250804296_356295242_356295277,secondary
30554613,3207273508,secondary
1940624171,243338877,secondary
1303465772,30333328,primary
1381852561,402875805,secondary
288024531,cluster_1233754618_3055187866,primary
1312053343,1312053384,primary
30227193,30227195,secondary
359238600,8193559509,secondary
8127333286,8127333292,secondary
315486996,315486999,primary
1365781145,6939468887,tertiary
4395509064,cluster_1849781082_4251794074,secondary
1043834110,1043834285,primary
1233760230,8562072982,secondary
1551112040,1595524585,secondary
359234292,841867132,primary
2264456451,7040359553,primary
597239682,619422387,primary
412453095,cluster_5487518335_5487518357_877366727,primary
2456870326,415716564,primary
1357271792,359097332,primary
11556041912,3134509191,primary
1303363170,598224823,tertiary
1748629933,4345461389,secondary
30960866,60969514,secondary
12908680349,1394468638-AddedOffRampNode,primary
630583121,700947151,secondary
125932462,12947560001,secondary
12884120602,12884120603,secondary
2533347689,cluster_1295286769_615815435,primary
1000063828,690411229,secondary
30554849,60962871,tertiary
420892537,cluster_1312053315_2767355572_769906822,primary
598223921,cluster_598222086_600061446,secondary
cluster_1120489442_7663721759,cluster_2936643036_2936643038_2936643039_30296147,secondary
30296305,320857512,primary
1311770051,442540242,secondary
5264792102,960996565,secondary
1303430343,cluster_10042802546_10042808607_1312053314_1312053365_#2more,primary
11226483499,359099425,primary
426881065,430764421,tertiary
330414983,535228401,secondary
1312053375,648862198,secondary
30294332,532408967,secondary
4554375436,797407458,primary
412453203,604943448,primary
415718635,cluster_947908698_947908716,primary
308733542,8321607781,secondary
30617608,412450365,tertiary
690679241,690679249,primary
2707139547,30254605,primary
1311833057,219029429,secondary
420655974,453549623,primary
1376141879,364718898,secondary
425612244,425612275,secondary
11881496140,3306168427,secondary
30247413,30313349,secondary
30914312,30914370,secondary
30242950,3672891957,tertiary
1255304807,950161659,primary
4592704401,4600193564,primary
1315972418,1315972422,primary
364669543,412458147,primary
10893712430,10893712431,primary
2708786214,cluster_1174708055_1588285136,primary
30254803,690424476,secondary
12561010930,2593809556,secondary
1889882329,1889882331,secondary
4263046378,cluster_1297445121_262251531_2810990589_347340786,secondary
415935180,cluster_30554509_415935008,secondary
30237632,30237633,tertiary
30555405,448786033,secondary
1297445118,30689532,secondary
30312838,cluster_1940899123_1940899124,secondary
13265904343,6565856196,secondary
126763485,cluster_30554843_415955415,primary
1457780109,cluster_1457780310_678297076,primary
616356152,6932324302,primary
30237635,30237637,secondary
319427657,5262704813,tertiary
30689536,30689544,secondary
442540242,5264394426,secondary
100409765,2264150807,secondary
1401840772,18520820-AddedOffRampNode,primary
243338878,cluster_1940899123_1940899124,secondary
30248592,30556620,primary
2709095336,9873768080,secondary
12908680346,1394468638-AddedOffRampNode,primary
359235509,5476467950,primary
30617795,387127522,primary
30617636,8416708651,tertiary
30243447,363888331,secondary
30333336,30554042,primary
2628897485,30617636,tertiary
1043925401,30253210,secondary
30295508,598224640,secondary
1261315828,392351072,primary
30554974,30555744,secondary
1532752078,30246862,secondary
1483861180,359235505,primary
2682207951,30294569,primary
1855128396,630602346,secondary
30617734,9350842938,primary
12952819985,1532752078,secondary
359100760,cluster_30960627_9408480017,tertiary
453549623,560559159,primary
243343118,30312487,secondary
30251178,30251179,secondary
815047541,815063096,secondary
11282472027,5264394426,secondary
1086926772,363881327,secondary
30294526,cluster_30294530_533615996,primary
1840721009,667387213,secondary
30243333,30254057,primary
125935921,30689140,secondary
1938218690,689442435,secondary
243339565,2593809556,secondary
2293731592,cluster_2293731594_2293736615_9605286631,secondary
559061399,814239845,secondary
126697585,30556631,primary
1374757788,359234339,secondary
126763485,cluster_30960669_415955413,primary
10141723906,30237484,secondary
323190145,323190146,primary
3136662659,cluster_1002675910_1496396360,primary
30243363,6875262056,secondary
30295490,434423048,secondary
8440529629,cluster_2684144699_482505212,tertiary
30254049,30254050,primary
1589583429,6842012554,secondary
478855288,cluster_12643382751_12643465396_415402216_482511496_#3more,secondary
30960624,402894803,tertiary
30914417,530687854,secondary
540312579,540312581,secondary
30242758,30242816,secondary
30332778,619535108,secondary
247636999,247637070,primary
30237686,30313174,tertiary
315486997,618431744,primary
415716575,420064843,primary
1298742841,cluster_30294654_381009510,tertiary
26057312,269369082,secondary
537823321,537823705,primary
688393865,688393879,secondary
269379907,30558433,secondary
583257390,cluster_12947788312_1337087205_412453236_6898609742,primary
1303457259,30332778,secondary
10194501114,13269389030,secondary
30556066,616512950,secondary
2588057862,30251200,secondary
4337235666,cluster_4343830708_689430493,secondary
876375351,cluster_243341156_4171977898,primary
359236400,cluster_1567435229_690679215,primary
7254110670,cluster_190972365_2239890983_71709908,secondary
1311619305,687897127,secondary
5254863488,cluster_1002675910_1496396360,primary
3836110257,cluster_4251794057_6213879857,primary
442540299,8379781936,primary
258359282,356295211,secondary
6992861712,cluster_2077949595_251543446_4476005036_6314709584_#1more,secondary
30251181,578369832,secondary
692247930,692247933,secondary
2578612979,4192143112,secondary
249426450,30238015,secondary
30254437,30556742,primary
1362899971,30237637,secondary
2505242600,338935526,primary
30243877,30246864,secondary
1623838327,cluster_30332593_402899818_6482637091_6852936110,secondary
425612244,cluster_11373542255_11373542260_11373542261_12919684467_#1more,secondary
1401840772,190985756,primary
30297368,597441687,secondary
320857511,320857512,primary
416886810,544222999,secondary
12561010930,243339207,secondary
630600430,690411235,secondary
30314622,378214322,secondary
3005325699,3005325705,secondary
359237984,8397656591,secondary
243345439,243345599,secondary
30227068,3743057429,secondary
30243887,903233293,secondary
1310620195,412451016,tertiary
412453392,412457668,primary
12952870829,3191418776,secondary
30554853,30554859,secondary
178520716,30307932,secondary
126812844,126812847,secondary
783747960,790028539,tertiary
30313123,30313135,tertiary
60969458,60969474,secondary
1311619365,442540258,secondary
30297382,30312840,secondary
598220565,598221107,secondary
415884756,9039923519,secondary
30243333,30243392,primary
308456496,5368233710,primary
30251173,30251174,secondary
cluster_415994560_481122563,cluster_478867470_8530300628,primary
1480306510,4745850545,primary
1534112204,1695282583,primary
1716858620,30294568,tertiary
30556066,cluster_1122814756_1297710575,secondary
30294492,339961221,secondary
356295267,681936376,secondary
258565861,2665264315,primary
166211429,630602352,secondary
689442435,cluster_1297490058_1768889590,secondary
2529520245,30227487,secondary
1365781145,392351451,tertiary
8253104602,cluster_429459477_8253104586_8253104587,secondary
1298740470,1298740481,tertiary
1551112054,8397656593,secondary
4826672643,561521656,secondary
506223391,cluster_1303457199_1601776177,secondary
1357271796,331355856,primary
30295508,434471890,secondary
243338863,30253208,secondary
4600193562,752368105,primary
347712484,4715362411,secondary
258359282,390227221,secondary
8440529629,8440529630,tertiary
4385157797,cluster_2473394000_2473394005_30297525,secondary
1303440697,2192116959,tertiary
11053219721,11061736178,primary
667387213,667387223,secondary
359234330,364718834,secondary
506131402,9233468280,primary
cluster_1375272349_1375272355_1469237431,cluster_269375412_269376403_6099715643,secondary
2442849850,412458147,primary
30297293,30297327,secondary
4470527926,cluster_1147391517_30243342_6416619438,secondary
2456874971,30296305,primary
1532752084,1532752086,secondary
1479334897,cluster_1479334915_750591202,secondary
359238598,365288398,secondary
1299427193,319428307,secondary
1009334419,26057079,secondary
1311619392,442540256,primary
30248310,30248318,secondary
417978406,cluster_12947788312_1337087205_412453236_6898609742,secondary
11369675074,11391883977,secondary
1374319492,420553182,secondary
1400442249,344992884,secondary
12953259294,2606686566,primary
30253571,667410900,secondary
30555408,30556152,tertiary
442540267,cluster_11289437704_442540272_9682864167,secondary
2412830244,30243244,secondary
4719409243,559765968,secondary
166211432,2692588225,secondary
6842012554,951467903,secondary
559420249,559420255,secondary
30238197,30246668,secondary
1375265216,1376141879,secondary
687897143,687897144,secondary
359235499,359235500,primary
30248345,4554626933,secondary
1457780109,1457780180,primary
1933546287,376748008,tertiary
1437748518,50101968,tertiary
2473393657,2473393679,secondary
10177367824,10177367826,secondary
304495406,cluster_2578612976_262250647_2810872733_2810990584_#1more,secondary
30647925,4538123596,secondary
243339565,cluster_1125511774_243339109_4454226363_4454226365_#1more,secondary
1526422858,cluster_1303465774_364680272,primary
418737421,823781730,secondary
30689520,506223330,secondary
364670546,cluster_1303465774_364680272,primary
30297917,30646198,secondary
26057342,30243251,secondary
1889882325,412362700,secondary
30253203,5764490189,secondary
1310620195,5948798216,tertiary
30243958,3439181959,secondary
559052402,940874206,secondary
559765968,71643529,secondary
30914312,4269412906,secondary
541644038,8132079779,secondary
2687171811,598220565,secondary
269386336,390227141,secondary
1299427193,598223783,secondary
178520994,178525065,secondary
239219222#1-AddedOnRampNode,308672735,secondary
30584974,30585634,secondary
30253864,3053404689,secondary
30242965,cluster_1864143460_250794421_431481328_9449729915,secondary
426884331,cluster_30960669_415955413,primary
4323496660,561521641,secondary
31286309,387127706,primary
412451336,417978597,tertiary
818710821,818710835,primary
1475044288,8121955342,secondary
30556739,30617381,secondary
412398706,cluster_11513563617_1457780021_431100342,tertiary
423831232,423831234,tertiary
3314271774,559764760,primary
30242975,cluster_30242976_71709940,primary
315486999,568495548,primary
1198354151,402894803,tertiary
30243392,30254056,primary
30247413,30313353,secondary
363888331,cluster_2293731616_5313720234,secondary
30313436,30313438,secondary
1400747771,30227487,secondary
1794642773,432509964,primary
30295136,30295137,primary
522579129,863733275,primary
366065830,366065831,tertiary
134575586#1-AddedOffRampNode,1479422584,primary
412453116,cluster_364669539_412453120,secondary
950190651,cluster_770847830_955341713,secondary
30313367,60969474,secondary
416012209,cluster_1017920136_1017920203,tertiary
30332761,30556093,tertiary
30295493,30295496,secondary
1622039316,4338253064,secondary
30227192,30227193,secondary
1592977859,387127626,primary
30295136,31285673,primary
30312835,506151644,secondary
1017920159,1017920257,secondary
6099715644,9794956144,secondary
112426103,1282870796,primary
1624386754,251543584,secondary
482505201,cluster_482505205_8530300629_8530300631,primary
536838760,539147488,secondary
5289700459,cluster_1710709046_2578612972,secondary
30243394,30555687,secondary
10177321808,12952819985,secondary
1622039316,cluster_1622039335_4338262500,secondary
13254400116,378208896,secondary
30617933,30617934,tertiary
2507405102,3134765933,secondary
12884120609,5253055693,secondary
30237697,30237867,secondary
30253390,30312951,secondary
30294550,cluster_30294552_359547244,primary
1526542622,1526542623,primary
1299373044,30689098,primary
30254514,82040343,tertiary
1771985487,2681806809,secondary
30689524,30689525,secondary
243342778,247637117,primary
5405788370,960996565,secondary
1311619305,430537449,secondary
30294661,8127333292,secondary
330418565,cluster_1984002392_330418566,primary
1375812340,30333392,secondary
30689179,3860517847,secondary
378208896,8119755196,secondary
13265904343,178542532,secondary
11243529761,11369675082,secondary
30689531,cluster_253795218_30689530_3662615713_7006970224,secondary
8119424280,cluster_359237300_8529602573,secondary
126769416,cluster_250804296_356295242_356295277,secondary
2235259412,2235259451,secondary
530687854,6565856196,secondary
9739474150,cluster_2293731658_4436952954,primary
30647907,4397168781,secondary
981699926,981699928,primary
219009535,219011804,secondary
11556041912,4554375436,primary
2757833228,598224744,tertiary
2077484253,626570718,primary
598223793,598223867,secondary
2676996450,4189299189,tertiary
1457780043,1457780180,primary
247637070,247637113,primary
2442849850,412457668,primary
1400723037,1400723068,secondary
387127655,387127656,tertiary
3306168426,598219928,secondary
3182649502,530676956,secondary
30254517,30254518,tertiary
2708786158,cluster_495105018_5881397049_7546139445_7546139446_#2more,secondary
12351352583,2327729212,primary
30246859,cluster_10173687158_10173687169_2510614164_2510614172_#4more,secondary
2020374114,598224513,tertiary
1377806863,1377806906,secondary
2689685268,cluster_1695282549_387127746,primary
30253388,cluster_1940573413_1940864524,secondary
6070339664,cluster_240936353_30227495,secondary
2473393781,cluster_2473393793_2473393804_30297530,secondary
1046599625,847727783,tertiary
1297818714,550453994-AddedOffRampNode,primary
30243958,30243959,secondary
30254515,30254517,tertiary
269382534,cluster_1479390232_30313256,tertiary
695117639,cluster_2148865169_4723213610_689430448,secondary
1695282572,4407400125,primary
30294341,30294499,secondary
1766512554,597933817,secondary
1500032695,30914405,secondary
30617606,30617607,tertiary
1303457259,506223391,secondary
30247406,cluster_11513563617_1457780021_431100342,tertiary
688393798,688393877,secondary
416012194,416012196,tertiary
8379781936,cluster_412398689_412398695,primary
30248592,678297060,primary
12950683863,cluster_1297470708_7160883598,secondary
30254052,30254053,primary
543553141,765910344,secondary
790034784,960625627,tertiary
30295510,30295514,secondary
11487096508,126656745,primary
30313348,30313349,secondary
1117832656,1117832735,primary
11351487218,30246671,primary
112399403,30237706,primary
2292981087,30243335,secondary
30254381,30554503,secondary
4395509060,4395509064,primary
35120262,cluster_1555628857_35120259,secondary
1233754587,31285428,secondary
660778322,cluster_2473393967_2473405274_4309985784,secondary
11061736176,555187278,primary
4307016147,559420255,secondary
1000063828,30251181,secondary
21638920,21638921,secondary
2757833228,363878534,tertiary
690679238,690679241,primary
12696223063,cluster_415950289_6073196939,primary
797407441,cluster_12945382588_12945382589_243339101_243339102_#5more,primary
575781196,cluster_30242976_71709940,primary
1046612995,258565861,secondary
1457780009,1457780043,primary
1402987469,312680845,secondary
31285430,535228378,secondary
4397169306,cluster_30884329_775644929,secondary
26057116,2853451267,secondary
12944784301,30251200,secondary
4431660097,560025956,secondary
12351352586,30227228,primary
10182310913,1532752084,secondary
1100295241,7507211481,secondary
30554613,30556754,secondary
30295529,598224643,tertiary
387127748,cluster_387127708_7487393988_848241511,primary
381023034,420655974,primary
11012409292,30243056,primary
1483861180,cluster_1483860784_1483861011,primary
622350679,cluster_1935827759_6002052354_622350685,tertiary
1375265216,364820418,secondary
559424462,cluster_30243349_3144669232,primary
530924804,cluster_364992715_565479524,secondary
4269412906,4269412937,secondary
4826672656,541643994,secondary
30242972,cluster_12945382588_12945382589_243339101_243339102_#5more,primary
240983066,2482703292,secondary
30251178,573420824,secondary
2482703292,2482703305,secondary
1100295248,2293731592,secondary
3306168419,993061632,secondary
1298740470,cluster_30294654_381009510,primary
30252078,4834501720,secondary
1017920257,416012192,secondary
30294498,cluster_364992715_565479524,secondary
2706292292,415716564,primary
604943444,604943448,primary
770847822,790024575,primary
2706292292,4554543618,primary
402894803,402894806,tertiary
770847822,806808400,primary
387127649,387127657,tertiary
4318426016,597933744,secondary
4600193561,4600193562,primary
30254054,799374580,primary
4127392691,627782764,primary
1169009527,3945299721,secondary
12947743991,412464271,primary
30237690,30237691,tertiary
359234330,364716641,secondary
10177414037,10177414039,secondary
330416921,330416987,primary
1116318736,1116318859,primary
1312053337,1312053363,secondary
530924814,532408969,secondary
cluster_2463014352_30960642,cluster_415955417_8530189630,primary
1588281327,387127643,secondary
30689520,cluster_1125511774_243339109_4454226363_4454226365_#1more,secondary
13134439124,cluster_13134439125_431107481,secondary
1017920069,416012209,tertiary
1117832656,30617933,primary
1261315828,1297521224,primary
30253205,30253206,secondary
30555745,30555746,secondary
257047964,2706190196,tertiary
30242809,559794886,secondary
4436378450,5163777214,secondary
390057406,390057407,primary
26198833,4834212396,secondary
30253977,3601250399,secondary
12953490473,cluster_598222623_598222624_8528964650,secondary
331355856,359099425,primary
30558393,412398661,primary
10167743052,10167743053,secondary
668513977,994071438,secondary
387130478,387130480,tertiary
1382873567,1382873680,secondary
1695059619,30254048,secondary
cluster_30554843_415955415,cluster_415955417_8530189630,primary
4397169306,5306386378,secondary
11305973952,412453392,primary
12945539308,364670521,primary
